Country,SiteID,studynumber,Measure_Year,Measure_Month,Latitude,Longitude,Elevation,IGBP_FromPaper,Rs_Norm,LogRs,Pm,Tm,LAI,BD,BS,C/N,CaCO3,CEC,Clay%,Sand%,Silt%,N,PH,GLC2000,GSOC,Rs_Estimate
China,CN-BYX,2238,2001,6,43.75,116.25,1091,GRA,0.758,-0.277071893,64.1,21,0.5,1.5,100,7,24.4,14,17.5,48.4,34.1,0.14,8.7,3.0267,4,1.375579367
China,CN-BYX,2238,2001,7,43.75,116.25,1091,GRA,0.975,-0.025317808,36.9,23.4,0.5,1.5,100,7,24.4,14,17.5,48.4,34.1,0.14,8.7,3.0267,4,1.594058054
China,CN-BYX,2238,2001,8,43.75,116.25,1091,GRA,0.676,-0.391562203,26.3,21.2,0.5,1.5,100,7,24.4,14,17.5,48.4,34.1,0.14,8.7,3.0267,4,1.392581195
China,CN-BYX,2238,2001,9,43.75,116.25,1091,GRA,0.408,-0.896488105,14.5,15.3,0.4,1.5,100,7,24.4,14,17.5,48.4,34.1,0.14,8.7,3.0267,4,0.969263281
China,CN-BYX,2238,2001,10,43.75,116.25,1091,GRA,0.304,-1.190727578,11.4,5.6,0.2,1.5,100,7,24.4,14,17.5,48.4,34.1,0.14,8.7,3.0267,4,0.534195715
China,CN-FKS,6063,2009,4,44.25,87.75,465,CRO,1.27,0.2390169,61.9,11.8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.260212049
China,CN-FKS,6063,2009,5,44.25,87.75,465,CRO,1.332,0.286681572,72.3,15.4,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.577908128
China,CN-FKS,6063,2009,6,44.25,87.75,465,CRO,2.257,0.814036498,40.6,20,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,2.103010732
China,CN-FKS,6063,2009,7,44.25,87.75,465,CRO,3.432,1.233143182,10,23.4,0.4,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,2.600490289
China,CN-FKS,6063,2009,8,44.25,87.75,465,CRO,2.285,0.826366024,13.3,21.9,0.3,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,2.367950943
China,CN-FKS,6063,2009,9,44.25,87.75,465,CRO,1.647,0.498955451,37.6,16.7,0.3,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.711354222
China,CN-FKS,6063,2009,10,44.25,87.75,465,CRO,0.528,-0.638658995,19.8,9.8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.112244449
China,CN-FKS,6374,2010,5,44.25,87.75,465,CRO,2.419,0.883354232,30.1,15.2,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.558322621
China,CN-FKS,6374,2010,6,44.25,87.75,465,CRO,1.667,0.511025604,32.6,21.8,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,2.353209168
China,CN-FKS,6374,2010,7,44.25,87.75,465,CRO,1.749,0.559044196,18.4,23.6,0.4,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,2.633174098
China,CN-FKS,6374,2010,8,44.25,87.75,465,CRO,1.474,0.387979794,19.1,21.9,0.3,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,2.367950943
China,CN-FKS,6374,2010,9,44.25,87.75,465,CRO,1.121,0.114221144,3.5,17.8,0.3,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.833047716
China,CN-FKS,6374,2010,10,44.25,87.75,465,CRO,0.974,-0.026343975,28.9,8.8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,2.06401,1,1.044909209
China,CN-HBA,5741,2008,5,37.75,101.25,3320,GRA,0.07,-2.659260037,49.6,5.5,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.264095694
China,CN-HBA,5741,2008,6,37.75,101.25,3320,GRA,0.163,-1.814005078,76.9,7.8,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.455898157
China,CN-HBA,5741,2008,7,37.75,101.25,3320,GRA,0.252,-1.378326191,106.1,9.9,1.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.65633114
China,CN-HBA,5741,2008,8,37.75,101.25,3320,GRA,0.27,-1.30933332,88.8,7.8,1.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.455898157
China,CN-HBA,5741,2008,9,37.75,101.25,3320,GRA,0.138,-1.980501594,92.2,5.1,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.233417781
China,CN-HBA,5979,2007,5,37.75,101.25,3320,GRA,1.767,0.569283193,49.9,6.1,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.311549156
China,CN-HBA,5979,2007,6,37.75,101.25,3320,GRA,1.935,0.660107326,88.5,7.5,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.429317418
China,CN-HBA,5979,2007,7,37.75,101.25,3320,GRA,2.783,1.023529483,110.2,9,1.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.567257066
China,CN-HBA,5979,2007,8,37.75,101.25,3320,GRA,2.121,0.751887676,116.4,9.7,1.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.636109226
China,CN-HBA,5979,2007,9,37.75,101.25,3320,GRA,1.79,0.58221562,80.8,4.3,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.174277424
China,CN-HBA,5979,2007,10,37.75,101.25,3320,GRA,1.593,0.465619031,43.2,-2.2,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,0.787748029
China,CN-HBA,6289,2008,5,37.75,101.25,3320,GRA,0.362,-1.016111067,49.6,5.5,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.264095694
China,CN-HBA,6289,2008,6,37.75,101.25,3320,GRA,0.736,-0.30652516,76.9,7.8,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.455898157
China,CN-HBA,6289,2008,7,37.75,101.25,3320,GRA,1.254,0.226338442,106.1,9.9,1.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.65633114
China,CN-HBA,6289,2008,8,37.75,101.25,3320,GRA,1.164,0.151862349,88.8,7.8,1.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.455898157
China,CN-HBA,6289,2008,9,37.75,101.25,3320,GRA,0.566,-0.569161201,92.2,5.1,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.233417781
China,CN-HBA,6289,2009,5,37.75,101.25,3320,GRA,0.238,-1.435484605,64.4,4.3,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.174277424
China,CN-HBA,6289,2009,6,37.75,101.25,3320,GRA,0.894,-0.112049504,75.4,8.4,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.510551778
China,CN-HBA,6289,2009,7,37.75,101.25,3320,GRA,0.999,-0.0010005,101.4,10,1.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.666535632
China,CN-HBA,6289,2009,8,37.75,101.25,3320,GRA,1.392,0.330741562,113.8,8,1.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.473892706
China,CN-HBA,6289,2009,9,37.75,101.25,3320,GRA,0.91,-0.094310679,88.6,5.4,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.97826,4,1.256355413
China,CN-HHR,2893,2010,4,38.25,100.25,3038,GRA,2.452,0.896904018,4.9,-1.5,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,0.822355085
China,CN-HHR,2893,2010,5,38.25,100.25,3038,GRA,3.014,1.1032681,46,5.5,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,1.264095694
China,CN-HHR,2893,2010,6,38.25,100.25,3038,GRA,4.168,1.427436304,29.3,10.2,1.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,1.68713361
China,CN-HHR,2893,2010,7,38.25,100.25,3038,GRA,4.773,1.562975038,44.8,14.4,2.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,2.183643911
China,CN-HHR,2893,2010,8,38.25,100.25,3038,GRA,4.238,1.44409146,56.5,11.8,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,1.861351804
China,CN-HHR,2893,2010,9,38.25,100.25,3038,GRA,2.943,1.079429469,38.3,5.9,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,1.295536636
China,CN-HHR,2893,2010,10,38.25,100.25,3038,GRA,1.578,0.456158222,19.9,-0.7,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.27491,4,0.863771511
China,CN-JGB,5512,2005,5,45.25,84.75,283,MF,1.919,0.651804217,14.5,20.9,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.810647471
China,CN-JGB,5512,2005,6,45.25,84.75,283,MF,2.556,0.938443537,9,26.8,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.997859398
China,CN-JGB,5512,2005,7,45.25,84.75,283,MF,3.544,1.265256033,31.8,29.5,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,3.775906552
China,CN-JGB,5512,2005,8,45.25,84.75,283,MF,2.28,0.824175443,16.7,25,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.57042306
China,CN-JGB,5512,2005,9,45.25,84.75,283,MF,1.931,0.658038003,10.7,22,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.98911636
China,CN-JGB,5512,2005,10,45.25,84.75,283,MF,1.618,0.481190819,6.4,11.8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,0.831934556
China,CN-JGB,5512,2006,5,45.25,84.75,283,MF,2.117,0.749999992,20.8,20.5,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.749798258
China,CN-JGB,5512,2006,6,45.25,84.75,283,MF,2.858,1.05012208,18.2,27,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,3.049539208
China,CN-JGB,5512,2006,7,45.25,84.75,283,MF,4.726,1.553079179,12.2,28.1,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,3.350121119
China,CN-JGB,5512,2006,8,45.25,84.75,283,MF,5.222,1.65288047,6.2,27.1,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,3.075712249
China,CN-JGB,5512,2006,9,45.25,84.75,283,MF,3.184,1.158138268,10.1,20,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.676604303
China,CN-JGB,5512,2006,10,45.25,84.75,283,MF,1.955,0.670390193,14.6,13,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,0.921779259
China,CN-KLM,6598,2005,5,45.75,84.75,917,CRO,1.874,0.628075184,12.8,17,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.743718671
China,CN-KLM,6598,2005,6,45.75,84.75,917,CRO,2.547,0.934916196,7.2,22.8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.504852874
China,CN-KLM,6598,2005,7,45.75,84.75,917,CRO,3.538,1.263561596,30.6,25.7,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,3.002168918
China,CN-KLM,6598,2005,8,45.75,84.75,917,CRO,2.386,0.869618324,17.7,21.2,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.266665933
China,CN-KLM,6598,2005,9,45.75,84.75,917,CRO,1.87,0.625938431,10,18.1,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.867713583
China,CN-KLM,6598,2005,10,45.75,84.75,917,CRO,1.63,0.488580015,5.8,8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,0.993988144
China,CN-KLM,6598,2006,5,45.75,84.75,917,CRO,2.081,0.732848547,18,16.6,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.700700117
China,CN-KLM,6598,2006,6,45.75,84.75,917,CRO,2.894,1.062639628,17.9,23.1,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.552223653
China,CN-KLM,6598,2006,7,45.75,84.75,917,CRO,4.262,1.449738534,12.9,24.3,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.75083637
China,CN-KLM,6598,2006,8,45.75,84.75,917,CRO,4.718,1.551384981,6.5,23.2,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.568212162
China,CN-KLM,6598,2006,9,45.75,84.75,917,CRO,3.148,1.146767331,10.3,16.1,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.648416285
China,CN-KLM,6598,2006,10,45.75,84.75,917,CRO,1.857,0.618962282,15.5,9.1,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.064670115
China,CN-KLM,4170,2005,5,45.25,84.75,283,MF,1.111,0.105260511,14.5,20.9,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.810647471
China,CN-KLM,4170,2005,6,45.25,84.75,283,MF,1.969,0.6775258,9,26.8,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.997859398
China,CN-KLM,4170,2005,7,45.25,84.75,283,MF,2.597,0.954356933,31.8,29.5,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,3.775906552
China,CN-KLM,4170,2005,8,45.25,84.75,283,MF,2.098,0.74098451,16.7,25,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,2.57042306
China,CN-KLM,4170,2005,9,45.25,84.75,283,MF,1.121,0.114221144,10.7,22,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,1.98911636
China,CN-KLM,4170,2005,10,45.25,84.75,283,MF,0.976,-0.024292693,6.4,11.8,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1,1,0.831934556
China,CN-NMG,2506,2001,6,44.25,116.25,1028,GRA,1.035,0.034401427,63.9,20.9,0.5,1.4,95,10,5,27,10,80,10,0.05,8,2.51833,3,1.075922034
China,CN-NMG,2506,2001,7,44.25,116.25,1028,GRA,1.365,0.311154429,40.8,23.4,0.5,1.4,95,10,5,27,10,80,10,0.05,8,2.51833,3,1.254488601
China,CN-NMG,2506,2001,8,44.25,116.25,1028,GRA,1.461,0.379121133,24.4,21.2,0.4,1.4,95,10,5,27,10,80,10,0.05,8,2.51833,3,1.095930748
China,CN-NMG,2506,2001,9,44.25,116.25,1028,GRA,0.792,-0.233193887,15,15.3,0.3,1.4,95,10,5,27,10,80,10,0.05,8,2.51833,3,0.762788867
China,CN-NMG,2506,2001,10,44.25,116.25,1028,GRA,0.433,-0.837017551,11.7,5.5,0.2,1.4,95,10,5,27,10,80,10,0.05,8,2.51833,3,0.417826084
China,CN-OSG,4910,2006,5,39.25,109.25,1350,BSV,0.473,-0.74865989,54.5,16.3,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.072634745
China,CN-OSG,5658,2006,5,39.25,109.25,1350,BSV,0.472,-0.750776293,54.5,16.3,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.072634745
China,CN-OSG,3890,2006,5,39.25,110.25,1192,BSV,1.848,0.614103973,62.1,17.3,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.136527999
China,CN-OSG,4910,2006,5,39.25,110.25,1192,BSV,0.509,-0.675307262,62.1,17.3,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.136527999
China,CN-OSG,4910,2006,6,39.25,109.25,1350,BSV,0.638,-0.449416996,27.2,21.2,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.424230973
China,CN-OSG,5658,2006,6,39.25,109.25,1350,BSV,0.618,-0.481266822,27.2,21.2,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.424230973
China,CN-OSG,3890,2006,6,39.25,110.25,1192,BSV,1.241,0.215917506,32.3,21.9,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.483099271
China,CN-OSG,4910,2006,6,39.25,110.25,1192,BSV,0.319,-1.142564176,32.3,21.9,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.483099271
China,CN-OSG,4910,2006,7,39.25,109.25,1350,BSV,1.27,0.2390169,89,23.1,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.589732877
China,CN-OSG,5658,2006,7,39.25,109.25,1350,BSV,1.262,0.232697764,89,23.1,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.589732877
China,CN-OSG,3890,2006,7,39.25,110.25,1192,BSV,3.706,1.309953128,90.8,23.9,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.66504808
China,CN-OSG,4910,2006,7,39.25,110.25,1192,BSV,0.895,-0.110931561,90.8,23.9,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.66504808
China,CN-OSG,4910,2006,8,39.25,109.25,1350,BSV,1.286,0.251536626,90.6,21.1,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.416014167
China,CN-OSG,5658,2006,8,39.25,109.25,1350,BSV,1.019,0.018821754,90.6,21.1,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,1.416014167
China,CN-OSG,3890,2006,8,39.25,110.25,1192,BSV,4.446,1.492004816,93,21.7,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.466035766
China,CN-OSG,4910,2006,8,39.25,110.25,1192,BSV,0.748,-0.290352301,93,21.7,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.466035766
China,CN-OSG,4910,2006,9,39.25,109.25,1350,BSV,0.447,-0.805196684,43.1,14.7,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,0.977792304
China,CN-OSG,5658,2006,9,39.25,109.25,1350,BSV,0.424,-0.858021824,43.1,14.7,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.08044,0,0.977792304
China,CN-OSG,3890,2006,9,39.25,110.25,1192,BSV,1.452,0.372941916,41.7,15.7,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.37183,0,1.036036112
China,TW-CLM,4252,2005,12,24.75,121.25,593,ENF,0.174,-1.74869998,160.9,11.5,3.9,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.282416258
China,TW-CLM,4252,2006,1,24.75,121.25,593,ENF,0.294,-1.224175512,59.7,11.3,2.299,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.266944378
China,TW-CLM,4252,2006,2,24.75,121.25,593,ENF,0.215,-1.537117251,58.2,13.1,2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.413190621
China,TW-CLM,4252,2006,3,24.75,121.25,593,ENF,0.353,-1.041287222,255.6,12.7,3.4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.37929707
China,TW-CLM,4252,2006,4,24.75,121.25,593,ENF,0.568,-0.56563386,277.9,17.6,3.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.856986477
China,TW-CLM,4252,2006,5,24.75,121.25,593,ENF,0.527,-0.64055473,354.8,20.1,2.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,2.161235394
China,TW-CLM,4252,2006,6,24.75,121.25,593,ENF,0.642,-0.443166975,450.8,21.8,4.9,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,2.396125361
China,TW-CLM,4252,2006,7,24.75,121.25,593,ENF,0.88,-0.127833372,272,23.6,2.799,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,2.672715509
China,TW-CLM,4252,2006,8,24.75,121.25,593,ENF,1.244,0.218331994,241.8,23,4.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,2.577141915
China,TW-CLM,4252,2006,9,24.75,121.25,593,ENF,0.314,-1.158362293,290.3,20.4,3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,2.20094541
China,TW-CLM,4252,2006,10,24.75,121.25,593,ENF,0.425,-0.85566611,45.6,18.9,1.399,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,2.009431809
China,TW-CLM,4252,2006,11,24.75,121.25,593,ENF,0.467,-0.761426021,120.7,16.7,2.799,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.758276381
China,TW-CLM,4252,2006,12,24.75,121.25,593,ENF,0.407,-0.898942094,83.1,14,3.9,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,95.92321,3,1.492527513
China,TW-TAA,4915,2003,10,23.25,120.75,1628,GRA,1.587,0.461845442,75.1,17.2,4.099,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.885795976
China,TW-TAA,4915,2003,11,23.25,120.75,1628,GRA,1.029,0.028587457,96.6,17,2.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.862772557
China,TW-TAA,4915,2003,12,23.25,120.75,1628,GRA,0.763,-0.270497248,1,13,3.1,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.457009431
China,TW-TAA,4915,2004,1,23.25,120.75,1628,GRA,0.53,-0.634878272,10.3,12.1,2.5,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.378654468
China,TW-TAA,4915,2004,2,23.25,120.75,1628,GRA,0.555,-0.588787165,46.3,13.6,4.4,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.511704769
China,TW-TAA,4915,2004,3,23.25,120.75,1628,GRA,0.943,-0.058688996,79.6,15,5.9,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.647445654
China,TW-TAA,4915,2004,4,23.25,120.75,1628,GRA,0.817,-0.202116184,136.1,17.1,3.799,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.874248914
China,TW-TAA,4915,2004,5,23.25,120.75,1628,GRA,1.219,0.19803085,458.4,20,4.9,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,2.239664326
China,TW-TAA,4915,2004,6,23.25,120.75,1628,GRA,1.344,0.295650242,392.4,20.2,3.5,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,2.267346035
China,TW-TAA,4915,2004,7,23.25,120.75,1628,GRA,1.489,0.398104754,688.8,19.9,3.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,2.225950466
China,TW-TAA,4915,2004,9,23.25,120.75,1628,GRA,1.492,0.400117502,506.9,19.2,4.8,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,2.132276098
China,TW-TAA,4915,2004,10,23.25,120.75,1628,GRA,0.966,-0.034591445,46.1,16.3,4.099,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,103.62967,4,1.784381756
China,CN-ACT,10031,2010,6,32.25,91.25,4748,GRA,2.077,0.730924545,62.9,8.3,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.43803,4,1.501302403
China,CN-ACT,10031,2010,7,32.25,91.25,4748,GRA,5.432,1.69230739,101.4,10.4,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.43803,4,1.707986173
China,CN-ACT,10031,2010,8,32.25,91.25,4748,GRA,2.268,0.818898386,127.7,9.6,0.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,4.43803,4,1.62609104
China,CN-ALS,20012,2004,4,24.75,101.25,2007,EBF,3.263,1.182647018,113.4,16.3,1.6,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,1.857012475
China,CN-ALS,20012,2004,5,24.75,101.25,2007,EBF,3.891,1.358666194,116.5,19.2,1,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.283633923
China,CN-ALS,20012,2004,6,24.75,101.25,2007,EBF,3.142,1.14485954,147.8,19.9,2,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.400519086
China,CN-ALS,20012,2004,7,24.75,101.25,2007,EBF,4.428,1.487948015,201.9,20,2.9,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.417698368
China,CN-ALS,20012,2004,8,24.75,101.25,2007,EBF,4.961,1.601607333,156,20.6,1.2,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.523386882
China,CN-ALS,20012,2004,9,24.75,101.25,2007,EBF,3.41,1.226712291,95.4,18.1,2.6,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.111348832
China,CN-ALS,20012,2004,10,24.75,101.25,2007,EBF,2.101,0.742413422,44.1,15.7,1.7,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,1.779234116
China,CN-ALS,20012,2004,11,24.75,101.25,2007,EBF,1.387,0.327143141,14.8,12.3,2.799,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,1.396164732
China,CN-ALS,20012,2005,1,24.75,101.25,2007,EBF,1.116,0.109750864,32,9.6,1.6,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,1.151645743
China,CN-ALS,20012,2005,3,24.75,101.25,2007,EBF,0.857,-0.15431736,2.1,13.5,1.6,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,1.520898076
China,CN-ALS,20012,2005,4,24.75,101.25,2007,EBF,1.878,0.630207381,113.4,18.7,1.6,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.203645424
China,CN-AMN,5113,2004,4,24.75,101.25,2007,ENF,3.329,1.202671959,113.4,16.3,1.6,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.365610197
China,CN-AMN,5113,2004,5,24.75,101.25,2007,ENF,4.36,1.472472057,116.5,19.2,1,1.4,34,14,0,6.9,23.9,61.7,14.4,0.06,5.3,63.13833,3,2.820846451
