Country,SiteID,studynumber,Measure_Year,Measure_Month,Latitude,Longitude,Elevation,IGBP_FromPaper,Rs_Norm,LogRs,Pm,Tm,LAI,BD,BS,C/N,CaCO3,CEC,Clay%,Sand%,Silt%,N,PH,GLC2000,GSOC,Rs_Estimate
China,CN-DXA,5326,2004,12,50.75,121.75,839,ENF,0.211,-1.555897146,6.9,-27.8,0.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.124864142
China,CN-DXA,5326,2005,1,50.75,121.75,839,ENF,0.187,-1.676646662,1.6,-26.6,0.4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.134297069
China,CN-DXA,5326,2005,2,50.75,121.75,839,ENF,0.188,-1.671313316,8.5,-26.9,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.131874047
China,CN-DXA,5326,2005,3,50.75,121.75,839,ENF,0.339,-1.081755172,34.2,-13.6,0,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.295605052
China,CN-DXA,5326,2005,4,50.75,121.75,839,ENF,0.613,-0.489390343,32.9,-0.1,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.670711627
China,CN-DXA,5326,2005,5,50.75,121.75,839,ENF,1.539,0.431132855,56.6,6.7,2.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,1.013364517
China,CN-DXA,5326,2005,6,50.75,121.75,839,ENF,3.187,1.159080035,13,14.3,4.599,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,1.607242536
China,CN-DXA,5326,2005,7,50.75,121.75,839,ENF,3.188,1.159393761,69.5,17,3.799,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,1.893416748
China,CN-DXA,5326,2005,8,50.75,121.75,839,ENF,3.189,1.159707388,90.4,14.3,2.4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,1.607242536
China,CN-DXA,5326,2005,9,50.75,121.75,839,ENF,2.042,0.71392972,42.7,8.6,1.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,1.137220355
China,CN-DXA,5326,2005,10,50.75,121.75,839,ENF,0.845,-0.168418652,11.5,-1.1,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.631216733
China,CN-DXA,5326,2005,11,50.75,121.75,839,ENF,0.496,-0.701179352,7.9,-15.3,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.26662716
China,CN-DXA,5326,2005,12,50.75,121.75,839,ENF,0.298,-1.210661792,6.9,-27.1,0.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,31.44439,5,0.130283035
China,CN-ESR,2686,1999,7,28.25,116.75,54,CRO,2.399,0.875051984,268.9,30.3,1.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,2.079958621
China,CN-ESR,2686,1999,8,28.25,116.75,54,CRO,2.449,0.895679778,183.1,31,2.4,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,2.172900693
China,CN-ESR,2686,1999,9,28.25,116.75,54,CRO,1.686,0.52235886,20.4,27.7,2.1,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,1.76822815
China,CN-ESR,2686,1999,10,28.25,116.75,54,CRO,0.809,-0.211956362,45.1,22.3,1.2,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,1.262063399
China,CN-ESR,2686,1999,11,28.25,116.75,54,CRO,0.452,-0.794073099,26.4,15.6,0.8,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,0.830550122
China,CN-ESR,2686,1999,12,28.25,116.75,54,CRO,0.265,-1.328025453,6.2,9.4,0.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,0.563912038
China,CN-ESR,2686,2000,1,28.25,116.75,54,CRO,0.257,-1.358679194,103.5,6.8,0.6,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,0.479396624
China,CN-ESR,2686,2000,2,28.25,116.75,54,CRO,0.707,-0.346724613,100.3,7.2,0.8,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,0.491522776
China,CN-ESR,2686,2000,3,28.25,116.75,54,CRO,1.197,0.179818427,133.9,13.7,0.9,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,0.737623313
China,CN-ESR,2686,2000,4,28.25,116.75,54,CRO,2.573,0.945072533,250.1,18.1,0.6,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,0.970890099
China,CN-ESR,2686,2000,5,28.25,116.75,54,CRO,3.17,1.153731588,156.9,24.8,1.3,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,1.475317174
China,CN-ESR,2686,2000,6,28.25,116.75,54,CRO,2.807,1.032116297,400.4,26.8,2.2,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,1.671586207
China,CN-ESR,2686,2000,7,28.25,116.75,54,CRO,2.589,0.951271701,31.8,32.3,1.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3,2.356666216
China,CN-FSK,3796,2002,6,37.25,114.25,400,CRO,1.443,0.36672428,89.4,24.5,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.316751526
China,CN-FSK,3796,2002,7,37.25,114.25,400,CRO,1.773,0.572673027,149.2,27,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.708218395
China,CN-FSK,3796,2002,8,37.25,114.25,400,CRO,1.988,0.687129108,26.7,26,1.399,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.544262947
China,CN-FSK,3796,2002,9,37.25,114.25,400,CRO,1.425,0.354171814,32.4,20.1,0.9,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,1.760127061
China,CN-FSK,3796,2002,10,37.25,114.25,400,CRO,0.73,-0.314710745,7.7,12.9,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,1.122710667
China,CN-FSK,3796,2002,11,37.25,114.25,400,CRO,0.383,-0.95972029,0,4.8,0.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,0.676989849
China,CN-FSK,3796,2002,12,37.25,114.25,400,CRO,0.2,-1.609437912,26.3,-2.4,0.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,0.431823215
China,CN-FSK,3796,2003,1,37.25,114.25,400,CRO,0.068,-2.688247574,0.6,-2.5,0.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,0.429134882
China,CN-FSK,3796,2003,2,37.25,114.25,400,CRO,0.299,-1.207311706,0.2,1.9,0.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,0.564844956
China,CN-FSK,3796,2003,3,37.25,114.25,400,CRO,0.398,-0.921303274,24.4,6.8,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,0.767053291
China,CN-FSK,3796,2003,4,37.25,114.25,400,CRO,0.579,-0.546452801,45.3,14.1,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,1.210079427
China,CN-FSK,3796,2003,5,37.25,114.25,400,CRO,0.877,-0.131248287,62.3,20.7,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,1.82733021
China,CN-FSK,3796,2003,6,37.25,114.25,400,CRO,0.909,-0.095410185,23.2,24.8,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.360565007
China,CN-FSK,3796,2004,6,37.25,114.25,400,CRO,2.675,0.98394938,70,23.7,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.203850373
China,CN-FSK,3796,2004,7,37.25,114.25,400,CRO,3.938,1.37067298,243,25.4,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.450693388
China,CN-FSK,3796,2004,8,37.25,114.25,400,CRO,5.116,1.632372884,71.9,23.8,1.399,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,2.217656483
China,CN-FSK,3796,2004,9,37.25,114.25,400,CRO,5.423,1.690649168,43.9,20.7,0.9,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,1.82733021
China,CN-FSK,3796,2004,10,37.25,114.25,400,CRO,1.079,0.076034686,0,13.9,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,10.98821,1,1.19505953
China,CN-FUZ,20021,2008,12,26.25,119.25,428,MF,1.514,0.414755155,12.2,10.3,3.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.302751414
China,CN-FUZ,20021,2009,1,26.25,119.25,428,MF,1.194,0.177309015,25.1,7.5,3,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.025510462
China,CN-FUZ,20021,2009,2,26.25,119.25,428,MF,1.407,0.341459778,14.2,12.4,3.2,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.558843967
China,CN-FUZ,20021,2009,3,26.25,119.25,428,MF,2.048,0.716863707,123.1,11,3.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.383062855
China,CN-FUZ,20021,2009,4,26.25,119.25,428,MF,2.048,0.716863707,109.3,15.5,3.6,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,2.031695162
China,CN-FUZ,20021,2009,5,26.25,119.25,428,MF,2.62,0.963174318,92.6,20,4.599,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,2.984524686
China,CN-FUZ,20021,2009,6,26.25,119.25,428,MF,3.44,1.235471471,268.9,23.2,5.099,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,3.923219038
China,CN-FUZ,20021,2009,7,26.25,119.25,428,MF,4.58,1.521698998,261,26.3,4.099,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,5.113266823
China,CN-FUZ,20021,2009,8,26.25,119.25,428,MF,4.937,1.596757859,384.2,26.2,1.8,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,5.069755036
China,CN-FUZ,20021,2009,9,26.25,119.25,428,MF,4.367,1.474076275,41,25,5.4,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,4.575612182
China,CN-FUZ,20021,2009,10,26.25,119.25,428,MF,2.548,0.935308738,10.2,20,1.3,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,2.984524686
China,CN-FUZ,20021,2009,11,26.25,119.25,428,MF,1.978,0.682086233,100.3,14.1,2.6,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.80259357
China,CN-FUZ,20021,2009,12,26.25,119.25,428,MF,2.156,0.768254653,94.2,9.7,3.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.237635247
China,CN-FUZ,20021,2010,1,26.25,119.25,428,MF,1.729,0.547543207,77,9,3,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.165768469
China,CN-FUZ,20021,2010,2,26.25,119.25,428,MF,1.693,0.526502103,144.8,10,3.2,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.269775991
China,CN-FUZ,20021,2010,3,26.25,119.25,428,MF,2.014,0.700122794,172,11.7,3.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.468325301
China,CN-FUZ,20021,2010,4,26.25,119.25,428,MF,3.761,1.324684879,375.5,13.5,3.6,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,1.712493508
China,CN-FUZ,20021,2010,5,26.25,119.25,428,MF,3.689,1.305355419,191.4,19.1,4.599,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,2.763578782
China,CN-FUZ,20021,2010,6,26.25,119.25,428,MF,3.903,1.361745488,336.3,21.7,5.099,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,3.451201737
China,CN-FUZ,20021,2010,7,26.25,119.25,428,MF,4.26,1.44926916,133.4,26.7,4.099,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,5.291080615
China,CN-FUZ,20021,2010,8,26.25,119.25,428,MF,4.83,1.574846468,65.2,26.9,1.8,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,85.33032,4,5.382293045
China,CN-GLS,6511,2010,1,36.25,109.75,1229,DBF,0.471,-0.752897185,0,-3.9,0.2,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,0.661850222
China,CN-GLS,6511,2010,4,36.25,109.75,1229,DBF,1.14,0.131028262,49.8,9.1,0.6,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,1.209835016
China,CN-GLS,6511,2010,5,36.25,109.75,1229,DBF,3.9,1.360976553,64.7,16.5,1.1,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,1.772569165
China,CN-GLS,6511,2010,6,36.25,109.75,1229,DBF,3.478,1.246457416,51.1,21,2,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,2.43303634
China,CN-GLS,6511,2010,7,36.25,109.75,1229,DBF,4.363,1.473159894,52.4,23.5,2.4,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,2.860281367
China,CN-GLS,6511,2010,8,36.25,109.75,1229,DBF,5.323,1.672037054,183.2,21,2.299,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,2.538334862
China,CN-GLS,6511,2010,9,36.25,109.75,1229,DBF,4.371,1.474991816,44.4,17.5,1.399,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,1.928684762
China,CN-GLS,6511,2010,10,36.25,109.75,1229,DBF,2.638,0.970021054,28.3,9.8,0.5,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,1.228436227
China,CN-GLS,6511,2010,11,36.25,109.75,1229,DBF,1.195,0.178146185,2.9,3.4,0.2,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,0.899582961
China,CN-GLS,6511,2010,12,36.25,109.75,1229,DBF,0.713,-0.338273859,0,-3.3,0.2,1.2,82,8,1.1,18.1,19.8,56.7,23.6,0.08,5.9,43.89348,3,0.678757064
China,CN-GTS,20067,2003,10,36.75,117.75,323,CRO,1.039,0.038258712,101.9,12.7,1.2,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,1.436858309
China,CN-GTS,20067,2003,11,36.75,117.75,323,CRO,0.832,-0.183922838,71.8,5.5,0.4,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,0.916511192
China,CN-GTS,20067,2004,3,36.75,117.75,323,CRO,1.068,0.065787741,6.3,7.1,0.4,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,1.012820487
China,CN-GTS,20067,2004,4,36.75,117.75,323,CRO,2.255,0.813149973,21.3,15.4,0.8,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,1.700757942
China,CN-GTS,20067,2004,5,36.75,117.75,323,CRO,2.43,0.887891257,107.5,19.9,1.5,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,2.252631301
China,CN-GTS,20067,2004,6,36.75,117.75,323,CRO,2.215,0.795252403,198.3,23.6,2.4,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,2.838182833
China,CN-GTS,20067,2004,7,36.75,117.75,323,CRO,3.092,1.128818131,229.2,26,3.7,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,3.297102327
China,CN-GTS,20067,2004,8,36.75,117.75,323,CRO,2.923,1.072610486,260.7,23.4,2.299,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,2.802954389
China,CN-GTS,20067,2004,9,36.75,117.75,323,CRO,1.758,0.564176799,112.6,20.7,3.2,1.4,99,11,11.6,15.8,20.6,39.6,39.9,0.02,8.1,6.35925,4,2.368031454
China,CN-GTS,20068,2005,6,42.75,120.75,377,BSV,0.831,-0.185125484,73.1,19.5,0.4,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5,1.775833695
China,CN-GTS,20068,2005,7,42.75,120.75,377,BSV,0.836,-0.179126666,100.2,23.8,0.9,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5,2.277476428
China,CN-GTS,20068,2005,8,42.75,120.75,377,BSV,0.841,-0.173163619,114,22.5,1.2,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5,2.112453356
China,CN-GTS,20068,2005,9,42.75,120.75,377,BSV,0.624,-0.471604911,49.8,17.5,0.6,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5,1.581778742
China,CN-GUZ,10094,2005,1,23.25,111.75,61,DBF,1.745,0.556754556,82.1,11.8,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.454761544
China,CN-GUZ,10094,2005,2,23.25,111.75,61,DBF,2.41,0.879626748,65.2,12.6,1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.483351419
China,CN-GUZ,10094,2005,3,23.25,111.75,61,DBF,2.248,0.810040932,57.8,15.8,1.399,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.795655794
China,CN-GUZ,10094,2005,4,23.25,111.75,61,DBF,2.288,0.827678074,154.6,21.8,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,2.411531445
China,CN-GUZ,10094,2005,5,23.25,111.75,61,DBF,2.712,0.99768637,379,26.7,2.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.31884888
China,CN-GUZ,10094,2005,6,23.25,111.75,61,DBF,3.4,1.223775432,100.3,26.8,2.799,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.477071095
China,CN-GUZ,10094,2005,7,23.25,111.75,61,DBF,3.93,1.368639426,252.6,29,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.17278579
China,CN-GUZ,10094,2005,8,23.25,111.75,61,DBF,4.029,1.393518206,137,28.2,2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.293095487
China,CN-GUZ,10094,2005,9,23.25,111.75,61,DBF,3.84,1.345472367,31,27.4,3.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.774379506
China,CN-GUZ,10094,2005,10,23.25,111.75,61,DBF,2.67,0.982078472,8.6,24.3,2.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.04314646
China,CN-GUZ,10094,2005,11,23.25,111.75,61,DBF,2.336,0.848440065,23.6,20.6,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,2.228823795
China,CN-GUZ,10094,2005,12,23.25,111.75,61,DBF,1.858,0.61950064,9.1,13.5,1.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.607451491
China,CN-GUZ,10094,2010,1,23.25,111.75,61,DBF,1.745,0.556754556,112.4,13.4,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.555980666
China,CN-GUZ,10094,2010,2,23.25,111.75,61,DBF,2.41,0.879626748,39.3,15.5,1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.675681587
China,CN-GUZ,10094,2010,3,23.25,111.75,61,DBF,2.248,0.810040932,13.3,18.1,1.399,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.977952661
China,CN-GUZ,10094,2010,4,23.25,111.75,61,DBF,2.288,0.827678074,223.1,19.1,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,2.152767018
China,CN-GUZ,10094,2010,5,23.25,111.75,61,DBF,2.712,0.99768637,279,25.5,2.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.155572697
China,CN-GUZ,10094,2010,6,23.25,111.75,61,DBF,3.4,1.223775432,412.3,25.8,2.799,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.333925038
China,CN-GUZ,10094,2010,7,23.25,111.75,61,DBF,3.93,1.368639426,187.6,28.9,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.159475396
China,CN-GUZ,10094,2010,8,23.25,111.75,61,DBF,4.029,1.393518206,150.4,28.2,2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.293095487
China,CN-GUZ,10094,2010,9,23.25,111.75,61,DBF,3.84,1.345472367,266.1,27.2,3.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,3.742777564
China,CN-GUZ,10094,2010,10,23.25,111.75,61,DBF,2.67,0.982078472,24.5,22.8,2.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,2.857171073
China,CN-GUZ,10094,2010,11,23.25,111.75,61,DBF,2.336,0.848440065,3,19,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,2.083835112
China,CN-GUZ,10094,2010,12,23.25,111.75,61,DBF,1.858,0.61950064,44.8,14.4,1.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3,1.669436259
China,CN-GYH,10114,2012,9,41.75,115.75,1396,CRO,4.736,1.555192898,72.6,11.4,0.8,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,1.559990919
China,CN-GYH,10114,2012,10,41.75,115.75,1396,CRO,0.948,-0.053400777,22.3,5.2,0.2,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,1.059174679
China,CN-GYH,10114,2012,11,41.75,115.75,1396,CRO,0.349,-1.052683357,30.9,-7.2,0.1,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,0.488268412
China,CN-GYH,10114,2012,12,41.75,115.75,1396,CRO,0.349,-1.052683357,5.3,-16.6,0.1,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,0.27146556
China,CN-GYH,10114,2013,1,41.75,115.75,1396,CRO,0.15,-1.897119985,3.6,-15.8,0.2,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,0.285372481
China,CN-GYH,10114,2013,2,41.75,115.75,1396,CRO,0.35,-1.049822124,1.1,-12.4,0.2,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,0.35287902
China,CN-GYH,10114,2013,3,41.75,115.75,1396,CRO,0.881,-0.126697653,12.5,-2.5,0.2,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,0.654833025
China,CN-GYH,10114,2013,4,41.75,115.75,1396,CRO,0.947,-0.054456186,5.1,3.5,0.2,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,0.952490639
China,CN-GYH,10114,2013,5,41.75,115.75,1396,CRO,5.068,1.622946262,31.2,14.6,0.4,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,1.905072375
China,CN-GYH,10114,2013,6,41.75,115.75,1396,CRO,9.916,2.294149614,136.9,17.1,0.699,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,2.226976865
China,CN-GYH,10114,2013,7,41.75,115.75,1396,CRO,11.438,2.436941145,157.3,20.3,1,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,2.719600515
China,CN-GYH,10114,2013,8,41.75,115.75,1396,CRO,11.202,2.416092334,98.8,19.2,1.399,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,2.539050012
China,CN-GYH,10114,2013,9,41.75,115.75,1396,CRO,8.616,2.15362094,63.5,12.3,0.8,1.4,95,10,5,27,10,80,10,0.05,8,5.1838,3,1.650181035
China,CN-GYJ,20041,2001,7,32.25,119.75,3,DBF,3.178,1.156252068,202.1,30.8,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,2.766912285
China,CN-GYJ,20041,2001,9,32.25,119.75,3,DBF,2.796,1.028189824,14.2,24.1,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,2.087702126
China,CN-GYJ,20041,2001,11,32.25,119.75,3,DBF,2.02,0.703097511,31.3,12,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,1.255306794
China,CN-GYJ,20041,2002,1,32.25,119.75,3,DBF,0.244,-1.410587054,25.3,5.7,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,0.963221388
China,CN-GYJ,20041,2002,3,32.25,119.75,3,DBF,0.734,-0.30924625,105.4,12.5,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,1.281972619
China,CN-GYJ,20041,2002,5,32.25,119.75,3,DBF,1.514,0.414755155,157.3,19.9,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,1.749790384
China,CN-GYJ,20041,2002,6,32.25,119.75,3,DBF,1.827,0.602675277,134,26.5,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,5.07497,5,2.309335914
China,CN-HAF,20052,2006,5,24.75,118.75,12,EBF,3.309,1.196646029,388.3,21.7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,3.575868201
China,CN-HAF,20052,2006,6,24.75,118.75,12,EBF,4.879,1.584940281,223.8,25.7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,4.756195101
China,CN-HAF,20052,2006,7,24.75,118.75,12,EBF,4.53,1.510721939,358.2,27.9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,5.564070808
China,CN-HAF,20052,2006,8,24.75,118.75,12,EBF,4.259,1.449034391,71.4,28,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,5.603890003
China,CN-HAF,20052,2006,9,24.75,118.75,12,EBF,3.876,1.354803694,36.3,26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,4.859040546
China,CN-HAF,20052,2006,10,24.75,118.75,12,EBF,3.089,1.127847414,0,24.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,4.366125489
China,CN-HAF,20052,2006,11,24.75,118.75,12,EBF,2.415,0.881699287,93.8,20.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22685,5,3.282600685
