Country,Measure_Year,Measure_Month,Latitude,Longitude,Elevation,IGBP_FromPaper,IGBP_group,Rs_Norm,lnRs,LogRs,Pm,Tm,Tm2,LAI,BD,BS,C/N,CaCO3,CEC,Clay%,Sand%,Silt%,N,PH,GLC2000,GSOC
China,2005,6,42.75,120.75,377,BSV,BSV,0.831,-0.185125484,-0.080398976,73.1,19.5,380.25,0.4,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5
China,2005,7,42.75,120.75,377,BSV,BSV,0.836,-0.179126666,-0.077793723,100.2,23.8,566.44,0.9,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5
China,2005,8,42.75,120.75,377,BSV,BSV,0.841,-0.173163619,-0.075204004,114,22.5,506.25,1.2,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5
China,2005,9,42.75,120.75,377,BSV,BSV,0.624,-0.471604911,-0.20481541,49.8,17.5,306.25,0.6,1.4,95,10,5,27,10,80,10,0.05,8,3.75294,5
China,2006,5,39.25,109.25,1350,BSV,BSV,0.473,-0.74865989,-0.325138859,54.5,16.3,265.69,0.2,,,,,,,,,,,4.08044,0
China,2006,5,39.25,109.25,1350,BSV,BSV,0.472,-0.750776293,-0.326058001,54.5,16.3,265.69,0.2,,,,,,,,,,,4.08044,0
China,2006,5,39.25,110.25,1192,BSV,BSV,1.848,0.614103973,0.266701967,62.1,17.3,299.29,0.2,,,,,,,,,,,3.37183,0
China,2006,5,39.25,110.25,1192,BSV,BSV,0.509,-0.675307262,-0.293282218,62.1,17.3,299.29,0.2,,,,,,,,,,,3.37183,0
China,2006,6,39.25,109.25,1350,BSV,BSV,0.638,-0.449416996,-0.195179321,27.2,21.2,449.44,0.2,,,,,,,,,,,4.08044,0
China,2006,6,39.25,109.25,1350,BSV,BSV,0.618,-0.481266822,-0.209011525,27.2,21.2,449.44,0.2,,,,,,,,,,,4.08044,0
China,2006,6,39.25,110.25,1192,BSV,BSV,1.241,0.215917506,0.093771781,32.3,21.9,479.61,0.2,,,,,,,,,,,3.37183,0
China,2006,6,39.25,110.25,1192,BSV,BSV,0.319,-1.142564176,-0.496209317,32.3,21.9,479.61,0.2,,,,,,,,,,,3.37183,0
China,2006,7,39.25,109.25,1350,BSV,BSV,1.27,0.2390169,0.103803721,89,23.1,533.61,0.2,,,,,,,,,,,4.08044,0
China,2006,7,39.25,109.25,1350,BSV,BSV,1.262,0.232697764,0.101059355,89,23.1,533.61,0.2,,,,,,,,,,,4.08044,0
China,2006,7,39.25,110.25,1192,BSV,BSV,3.706,1.309953128,0.568905415,90.8,23.9,571.21,0.3,,,,,,,,,,,3.37183,0
China,2006,7,39.25,110.25,1192,BSV,BSV,0.895,-0.110931561,-0.048176965,90.8,23.9,571.21,0.3,,,,,,,,,,,3.37183,0
China,2006,8,39.25,109.25,1350,BSV,BSV,1.286,0.251536626,0.109240969,90.6,21.1,445.21,0.2,,,,,,,,,,,4.08044,0
China,2006,8,39.25,109.25,1350,BSV,BSV,1.019,0.018821754,0.008174184,90.6,21.1,445.21,0.2,,,,,,,,,,,4.08044,0
China,2006,8,39.25,110.25,1192,BSV,BSV,4.446,1.492004816,0.647969458,93,21.7,470.89,0.3,,,,,,,,,,,3.37183,0
China,2006,8,39.25,110.25,1192,BSV,BSV,0.748,-0.290352301,-0.126098402,93,21.7,470.89,0.3,,,,,,,,,,,3.37183,0
China,2006,9,39.25,109.25,1350,BSV,BSV,0.447,-0.805196684,-0.349692477,43.1,14.7,216.09,0.2,,,,,,,,,,,4.08044,0
China,2006,9,39.25,109.25,1350,BSV,BSV,0.424,-0.858021824,-0.372634143,43.1,14.7,216.09,0.2,,,,,,,,,,,4.08044,0
China,2006,9,39.25,110.25,1192,BSV,BSV,1.452,0.372941916,0.161966616,41.7,15.7,246.49,0.1,,,,,,,,,,,3.37183,0
China,2006,9,39.25,110.25,1192,BSV,BSV,0.411,-0.889162064,-0.386158178,41.7,15.7,246.49,0.1,,,,,,,,,,,3.37183,0
China,2006,10,39.25,109.25,1350,BSV,BSV,0.424,-0.858021824,-0.372634143,8.3,11.6,134.56,0.2,,,,,,,,,,,4.08044,0
China,2006,10,39.25,109.25,1350,BSV,BSV,0.424,-0.858021824,-0.372634143,8.3,11.6,134.56,0.2,,,,,,,,,,,4.08044,0
China,2006,10,39.25,110.25,1192,BSV,BSV,2.273,0.821100545,0.356599436,12.2,12.2,148.84,0.1,,,,,,,,,,,3.37183,0
China,2006,10,39.25,110.25,1192,BSV,BSV,0.62,-0.478035801,-0.207608311,12.2,12.2,148.84,0.1,,,,,,,,,,,3.37183,0
China,2007,1,39.25,109.25,1350,BSV,BSV,0.597,-0.515838166,-0.224025669,0.7,-8.6,73.96,0.1,,,,,,,,,,,4.08044,0
China,2007,5,39.25,109.25,1350,BSV,BSV,0.391,-0.939047719,-0.407823243,40.9,17.5,306.25,0.2,,,,,,,,,,,4.08044,0
China,2007,6,39.25,109.25,1350,BSV,BSV,1.94,0.662687973,0.28780173,80,20.5,420.25,0.2,,,,,,,,,,,4.08044,0
China,2007,7,39.25,109.25,1350,BSV,BSV,0.994,-0.006018072,-0.002613616,77,21.7,470.89,0.2,,,,,,,,,,,4.08044,0
China,2007,8,39.25,109.25,1350,BSV,BSV,1.119,0.112435429,0.048830087,80.8,21.9,479.61,0.2,,,,,,,,,,,4.08044,0
China,2007,9,39.25,109.25,1350,BSV,BSV,1.259,0.230317755,0.10002573,43.9,15.3,234.09,0.2,,,,,,,,,,,4.08044,0
China,2007,10,39.25,109.25,1350,BSV,BSV,0.763,-0.270497248,-0.117475462,43.5,7.2,51.84,0.2,,,,,,,,,,,4.08044,0
China,2007,9,37.75,105.25,1446,BSV,BSV,0.894,-0.112049504,-0.048662481,46,15.2,231.04,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2007,10,37.75,105.25,1446,BSV,BSV,0.354,-1.038458366,-0.450996738,26.1,7.9,62.41,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2007,11,37.75,105.25,1446,BSV,BSV,0.239,-1.431291727,-0.621602099,0,2.4,5.76,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2007,12,37.75,105.25,1446,BSV,BSV,0.227,-1.482805262,-0.643974143,0.6,-5.1,26.01,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,4,37.75,105.25,1446,BSV,BSV,0.454,-0.789658081,-0.342944147,13.4,12.2,148.84,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,5,37.75,105.25,1446,BSV,BSV,0.398,-0.921303274,-0.400116928,1.8,17.8,316.84,0.2,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,6,37.75,105.25,1446,BSV,BSV,0.408,-0.896488105,-0.389339837,6.2,21.8,475.24,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,7,37.75,105.25,1446,BSV,BSV,0.343,-1.070024832,-0.46470588,57.8,23.1,533.61,0.2,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,8,37.75,105.25,1446,BSV,BSV,0.215,-1.537117251,-0.66756154,34.7,20.3,412.09,0.2,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,9,37.75,105.25,1446,BSV,BSV,0.313,-1.161552088,-0.504455662,50.8,15.4,237.16,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,10,37.75,105.25,1446,BSV,BSV,0.644,-0.440056553,-0.191114133,10.8,9.8,96.04,0.1,1.5,89,9,4.3,12.2,22.7,66.7,10.8,0.03,7.3,1,1
China,2008,3,35.25,107.75,1202,BSV,BSV,0.728,-0.317454231,-0.137868621,17.2,8.6,73.96,0.3,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,4,35.25,107.75,1202,BSV,BSV,0.994,-0.006018072,-0.002613616,23.8,12.9,166.41,0.5,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,5,35.25,107.75,1202,BSV,BSV,1.059,0.057325067,0.02489596,16.9,19.1,364.81,0.699,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,6,35.25,107.75,1202,BSV,BSV,1.263,0.233489843,0.101403351,63.9,21.5,462.25,1,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,7,35.25,107.75,1202,BSV,BSV,1.746,0.557327457,0.242044239,97.4,22.9,524.41,1.1,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,8,35.25,107.75,1202,BSV,BSV,1.507,0.41012092,0.178113252,92.6,21.3,453.69,1.1,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,9,35.25,107.75,1202,BSV,BSV,1.6,0.470003629,0.204119983,113.2,16.5,272.25,0.6,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,10,35.25,107.75,1202,BSV,BSV,0.855,-0.15665381,-0.068033885,40.3,11.9,141.61,0.3,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,11,35.25,107.75,1202,BSV,BSV,0.332,-1.10262031,-0.478861916,5.8,4.9,24.01,0.3,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2008,12,35.25,107.75,1202,BSV,BSV,0.322,-1.133203733,-0.492144128,0,-0.2,0.04,0.3,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2009,1,35.25,107.75,1202,BSV,BSV,0.363,-1.013352445,-0.440093375,0.3,-2.1,4.41,0.2,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2009,2,35.25,107.75,1202,BSV,BSV,0.404,-0.906340401,-0.393618635,16.2,3.1,9.61,0.2,1.5,97,5,10.2,6.3,11.7,81.6,6.8,0.09,8.2,4.87249,4
China,2009,5,39.75,111.25,1192,BSV,BSV,0.499,-0.695149183,-0.301899454,39.7,16.3,265.69,0.2,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2009,8,39.75,111.25,1192,BSV,BSV,0.134,-2.009915479,-0.872895202,67,19.3,372.49,0.3,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2009,10,39.75,111.25,1192,BSV,BSV,0.152,-1.883874758,-0.818156412,7.3,7.9,62.41,0.1,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2010,4,39.75,111.25,1192,BSV,BSV,0.475,-0.744440475,-0.32330639,21.3,5.8,33.64,0.2,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2010,5,39.75,111.25,1192,BSV,BSV,0.288,-1.244794799,-0.540607512,50.7,15.4,237.16,0.2,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2010,7,39.75,111.25,1192,BSV,BSV,0.401,-0.913793852,-0.396855627,38.5,24.4,595.36,0.3,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2010,8,39.75,111.25,1192,BSV,BSV,0.19,-1.660731207,-0.721246399,92.4,20.1,404.01,0.3,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2010,10,39.75,111.25,1192,BSV,BSV,0.168,-1.7837913,-0.774690718,55.1,6.9,47.61,0.1,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2011,4,39.75,111.25,1192,BSV,BSV,0.571,-0.560366069,-0.243363892,12.6,8.7,75.69,0.2,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2011,5,39.75,111.25,1192,BSV,BSV,0.736,-0.30652516,-0.133122186,26.1,14.2,201.64,0.2,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2011,7,39.75,111.25,1192,BSV,BSV,0.655,-0.423120043,-0.1837587,53.2,21.7,470.89,0.3,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2011,8,39.75,111.25,1192,BSV,BSV,0.3,-1.203972804,-0.522878745,47.7,21.3,453.69,0.3,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,2011,10,39.75,111.25,1192,BSV,BSV,0.162,-1.820158944,-0.790484985,24.9,8,64,0.1,1.4,95,10,13.4,34,35.2,41.4,23.5,0.1,7.4,3.51586,3
China,1992,11,37.75,114.75,45,CRO,CRO,1.235,0.21107097,0.091666958,12,5.8,33.64,0.1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1992,12,37.75,114.75,45,CRO,CRO,0.827,-0.189950584,-0.08249449,0.2,0.3,0.09,0.1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,2,37.75,114.75,45,CRO,CRO,0.826,-0.191160505,-0.083019953,1.9,3.8,14.44,0.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,3,37.75,114.75,45,CRO,CRO,0.945,-0.056570351,-0.024568191,0.2,9.2,84.64,0.699,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,4,37.75,114.75,45,CRO,CRO,1.456,0.37569295,0.163161375,7,15,225,1.3,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,5,37.75,114.75,45,CRO,CRO,1.742,0.555033878,0.241048151,14.4,21,441,1.399,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,6,37.75,114.75,45,CRO,CRO,2.97,1.088561953,0.472756449,48.3,26.7,712.89,0.3,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,7,37.75,114.75,45,CRO,CRO,2.192,0.784814369,0.34084055,104.5,26,676,1.7,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,8,37.75,114.75,45,CRO,CRO,1.701,0.531216313,0.230704314,149.2,25.7,660.49,1.5,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,9,37.75,114.75,45,CRO,CRO,1.753,0.561328606,0.243781916,57.9,22.3,497.29,0.6,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,10,37.75,114.75,45,CRO,CRO,1.915,0.649717623,0.282168778,14.4,15.8,249.64,0.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,11,37.75,114.75,45,CRO,CRO,1.879,0.63073972,0.27392678,61.6,5,25,0.1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,4.75272,4
China,1993,8,37.25,116.25,26,CRO,CRO,2.396,0.87380068,0.379486814,200.7,25.7,660.49,1.7,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1993,9,37.25,116.25,26,CRO,CRO,1.827,0.602675277,0.261738547,35.9,23,529,1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1993,10,37.25,116.25,26,CRO,CRO,2.398,0.874635057,0.379849179,35.1,16.2,262.44,0.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1993,11,37.25,116.25,26,CRO,CRO,0.52,-0.653926467,-0.283996656,75,5.2,27.04,0.1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1993,12,37.25,116.25,26,CRO,CRO,0.319,-1.142564176,-0.496209317,14,1.5,2.25,0.1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,2,37.25,116.25,26,CRO,CRO,0.304,-1.190727578,-0.517126416,2.9,2.7,7.29,0.1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,3,37.25,116.25,26,CRO,CRO,0.658,-0.418550348,-0.181774106,0,7.7,59.29,0.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,4,37.25,116.25,26,CRO,CRO,1.296,0.259282598,0.112605002,20.1,17.8,316.84,0.4,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,5,37.25,116.25,26,CRO,CRO,1.831,0.604862266,0.262688344,28.5,23.6,556.96,0.3,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,6,37.25,116.25,26,CRO,CRO,2.009,0.697637086,0.302979937,111.1,27.7,767.29,0.4,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,7,37.25,116.25,26,CRO,CRO,3.183,1.157824148,0.502836639,105.2,30.4,924.16,1.5,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,8,37.25,116.25,26,CRO,CRO,2.644,0.972292922,0.422261451,147.1,27.7,767.29,1.7,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1994,9,37.25,116.25,26,CRO,CRO,2.127,0.754712536,0.32776749,0,23.1,533.61,1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,5,6
China,1999,7,28.25,116.75,54,CRO,CRO,2.399,0.875051984,0.380030248,268.9,30.3,918.09,1.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,8,28.25,116.75,54,CRO,CRO,2.449,0.895679778,0.388988785,183.1,31,961,2.4,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,9,28.25,116.75,54,CRO,CRO,1.686,0.52235886,0.22685757,20.4,27.7,767.29,2.1,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,10,28.25,116.75,54,CRO,CRO,0.809,-0.211956362,-0.092051478,45.1,22.3,497.29,1.2,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,11,28.25,116.75,54,CRO,CRO,0.452,-0.794073099,-0.344861565,26.4,15.6,243.36,0.8,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,12,28.25,116.75,54,CRO,CRO,0.265,-1.328025453,-0.576754126,6.2,9.4,88.36,0.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,8,28.25,116.75,54,CRO,CRO,2.372,0.863733481,0.375114685,183.1,31,961,2.4,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,9,28.25,116.75,54,CRO,CRO,1.967,0.676509539,0.29380436,20.4,27.7,767.29,2.1,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,10,28.25,116.75,54,CRO,CRO,2.084,0.734289124,0.318897715,45.1,22.3,497.29,1.2,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,11,28.25,116.75,54,CRO,CRO,0.483,-0.727738625,-0.316052869,26.4,15.6,243.36,0.8,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,1999,12,28.25,116.75,54,CRO,CRO,0.181,-1.709258248,-0.742321425,6.2,9.4,88.36,0.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,1,28.25,116.75,54,CRO,CRO,0.101,-2.292634762,-0.995678626,103.5,6.8,46.24,0.6,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,2,28.25,116.75,54,CRO,CRO,0.139,-1.973281346,-0.8569852,100.3,7.2,51.84,0.8,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,3,28.25,116.75,54,CRO,CRO,0.345,-1.064210862,-0.462180905,133.9,13.7,187.69,0.9,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,4,28.25,116.75,54,CRO,CRO,0.637,-0.450985623,-0.195860568,250.1,18.1,327.61,0.6,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,5,28.25,116.75,54,CRO,CRO,1.107,0.101653654,0.044147621,156.9,24.8,615.04,1.3,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,6,28.25,116.75,54,CRO,CRO,2.536,0.930588037,0.404149249,400.4,26.8,718.24,2.2,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,7,28.25,116.75,54,CRO,CRO,3.755,1.323088285,0.574609941,31.8,32.3,1043.29,1.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,1,28.25,116.75,54,CRO,CRO,0.257,-1.358679194,-0.590066877,103.5,6.8,46.24,0.6,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,2,28.25,116.75,54,CRO,CRO,0.707,-0.346724613,-0.150580586,100.3,7.2,51.84,0.8,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,3,28.25,116.75,54,CRO,CRO,1.197,0.179818427,0.07809415,133.9,13.7,187.69,0.9,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,4,28.25,116.75,54,CRO,CRO,2.573,0.945072533,0.410439786,250.1,18.1,327.61,0.6,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,5,28.25,116.75,54,CRO,CRO,3.17,1.153731588,0.501059262,156.9,24.8,615.04,1.3,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,6,28.25,116.75,54,CRO,CRO,2.807,1.032116297,0.448242413,400.4,26.8,718.24,2.2,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,7,28.25,116.75,54,CRO,CRO,2.589,0.951271701,0.41313205,31.8,32.3,1043.29,1.5,1.2,97,22,3.5,51.7,62.7,25.1,12.2,0.03,7.6,77.97174,3
China,2000,1,29.75,91.25,5176,CRO,CRO,0.16,-1.832581464,-0.795880017,3,-4.5,20.25,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,2,29.75,91.25,5176,CRO,CRO,0.279,-1.276543497,-0.554395797,0.3,-2.4,5.76,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,3,29.75,91.25,5176,CRO,CRO,0.682,-0.382725621,-0.166215625,9.1,0.3,0.09,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,4,29.75,91.25,5176,CRO,CRO,0.488,-0.717439873,-0.311580178,0.8,5,25,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,5,29.75,91.25,5176,CRO,CRO,2.254,0.812706416,0.352953912,40.7,8.2,67.24,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,6,29.75,91.25,5176,CRO,CRO,3.124,1.139114232,0.494711025,61.2,12.9,166.41,0.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,7,29.75,91.25,5176,CRO,CRO,2.122,0.75235904,0.32674538,172.1,10.9,118.81,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,8,29.75,91.25,5176,CRO,CRO,2.266,0.818016163,0.355259906,130.3,9.9,98.01,0.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,9,29.75,91.25,5176,CRO,CRO,1.164,0.151862349,0.06595298,70.8,8.7,75.69,1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,10,29.75,91.25,5176,CRO,CRO,1.708,0.535323095,0.232487866,0,5.1,26.01,0.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,11,29.75,91.25,5176,CRO,CRO,0.405,-0.903868212,-0.392544977,0.2,0.4,0.16,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,12,29.75,91.25,5176,CRO,CRO,0.264,-1.331806176,-0.578396073,0,-4.4,19.36,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2000,7,34.25,108.75,388,CRO,CRO,2.26,0.815364813,0.354108439,44.4,29,841,2.5,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2000,8,34.25,108.75,388,CRO,CRO,1.515,0.415415439,0.180412633,130.3,25.3,640.09,2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2000,9,34.25,108.75,388,CRO,CRO,1.696,0.528272537,0.229425848,56.6,20.8,432.64,1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2000,10,34.25,108.75,388,CRO,CRO,1.083,0.079734968,0.034628457,72.4,14.5,210.25,0.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2000,11,34.25,108.75,388,CRO,CRO,0.654,-0.424647928,-0.184422252,23.6,5.7,32.49,0.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2000,12,34.25,108.75,388,CRO,CRO,0.55,-0.597837001,-0.259637311,11.6,3.3,10.89,0.3,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,1,34.25,108.75,388,CRO,CRO,0.372,-0.988861425,-0.42945706,12.1,1.5,2.25,0.3,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,2,34.25,108.75,388,CRO,CRO,0.452,-0.794073099,-0.344861565,2.8,5.4,29.16,0.5,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,3,34.25,108.75,388,CRO,CRO,0.641,-0.444725822,-0.19314197,0,12.5,156.25,1.2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,4,34.25,108.75,388,CRO,CRO,0.694,-0.365283318,-0.15864053,40.5,15.4,237.16,2,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,5,34.25,108.75,388,CRO,CRO,0.801,-0.221894332,-0.096367484,8.8,23.3,542.89,1,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,6,34.25,108.75,388,CRO,CRO,1.329,0.28442678,0.123524981,49.5,27.1,734.41,0.5,1.5,100,12,0,20.5,26.6,41.4,38.4,0.17,7.9,3.5574,7
China,2001,1,29.75,91.25,5176,CRO,CRO,0.216,-1.532476871,-0.665546249,0.1,-3.2,10.24,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
China,2001,2,29.75,91.25,5176,CRO,CRO,0.42,-0.867500568,-0.37675071,1.4,0.4,0.16,0.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,8.28815,4
